ID_REF,GSM432926,GSM432927,GSM432928,GSM432929,GSM432930,GSM432931
1007_s_at,6.929877645,6.934233802,7.050713639,6.983891392,6.745656393,6.861550049
1053_at,7.846561048,7.925475822,7.935125449,7.920936959,7.975145264,8.086379321
121_at,5.079724688,5.28504041,5.579862547,5.17298212,5.286741491,5.412965612
1487_at,5.326030445,5.151703095,5.163195722,5.277777725,5.053821468,4.997059086
1552256_a_at,6.758002471,6.470287731,6.55578168,6.486619412,6.131834191,5.979811714
1552257_a_at,6.76083895,6.383254627,6.622491,6.807674893,6.640628729,6.657351217
1552263_at,4.213632941,4.565008683,4.188748125,4.435277238,4.137046633,4.35781038
1552264_a_at,5.969075487,5.927040935,6.122274412,5.594321601,5.65504904,5.884719918
1552274_at,5.116236607,5.325072645,5.210728271,4.415662193,4.872876003,4.962904851
1552275_s_at,5.565397257,5.614917227,5.490599151,5.307728342,5.394116262,5.23042602
1552277_a_at,6.564866322,6.547858616,6.43372795,6.538002942,6.452037348,6.42366776
1552278_a_at,4.327307607,4.031259847,4.306140394,4.18721505,3.878388312,3.690450135
1552279_a_at,4.996722266,4.878351385,5.09929683,4.893336689,4.851199465,4.921159543
1552286_at,4.768063597,4.924692067,4.623769608,4.790850126,4.830663193,4.635432121
1552287_s_at,4.296918913,4.179613559,4.32570137,5.006037081,4.651329836,4.743932468
1552288_at,4.192158103,4.335898739,4.003672042,4.680827654,4.453400972,3.975895338
1552289_a_at,5.412230762,5.531880489,5.296905819,5.924639813,5.708526146,5.309712586
1552291_at,3.990299254,3.590811867,3.876203912,3.886555546,4.047035068,3.584776826
1552295_a_at,4.736858513,4.834549147,4.71495954,4.833666973,4.851208821,4.840272791
1552310_at,5.881952661,6.091803734,5.696861274,6.391862231,6.537499067,6.302707997
1552311_a_at,4.601127168,4.664907629,4.825752965,4.470873302,4.944286859,4.608153454
1552312_a_at,4.812854606,5.239393068,5.128076734,4.636072819,5.219791826,5.147442071
1552330_at,5.206833563,5.533028833,5.145285447,5.487146339,5.774661611,5.785880791
1552332_at,4.979755921,4.984290035,5.168959891,4.930856995,4.999730002,5.077457358
1552347_at,4.776500844,4.833608558,4.946700602,5.170042192,5.03700235,5.125762154
1552360_a_at,4.303538913,4.281706143,4.036871516,3.795070134,4.164094561,4.074349524
1552370_at,5.720069902,5.87341782,5.576639839,6.33570631,5.980295892,5.896898592
1552378_s_at,5.03700235,5.09207295,4.867646768,4.854907296,4.736858513,4.85330297
1552381_at,3.626026606,3.988734513,3.911884413,4.246656101,4.453901381,4.30145572
1552383_at,4.159125076,4.048425772,4.475844091,4.000092222,3.922565517,3.885677371
1552390_a_at,5.277977373,5.217499108,5.342337075,5.336592423,5.30066143,5.099863725
1552395_at,4.609180172,4.950220516,4.902782085,4.335268541,4.673542894,4.927880487
1552400_a_at,5.659602378,5.284680636,5.468859515,5.984248301,5.671281986,5.541680675
1552417_a_at,4.281402867,4.530156506,4.332974348,5.313252132,4.92980805,4.854740167
1552426_a_at,8.325878196,8.321919172,8.564627416,8.084573041,8.096829195,8.0369359
1552445_a_at,5.062301939,5.071432486,5.119670925,4.9576598,4.588764544,4.886674088
1552472_a_at,4.722169358,4.992031331,4.598654638,4.581045772,4.944831494,4.867661182
1552473_at,5.052188483,4.961686747,5.133356271,4.9615295,5.029838327,5.013312421
1552474_a_at,5.793339922,5.530083909,5.694984074,5.756702367,5.90282981,5.993284976
1552476_s_at,4.249983561,4.457365398,4.291408734,4.418400275,4.330614742,4.343715046
1552486_s_at,4.623883849,4.771160979,4.561974782,4.466570877,4.122934086,4.163071756
1552510_at,6.303647227,6.257189007,6.435977311,6.062642207,6.171511931,6.283115407
1552520_at,4.627410398,5.20172294,4.756825929,5.051339562,5.40136286,5.19976475
1552521_a_at,3.691750986,4.22899637,4.033259514,4.222309363,4.572714243,4.372629385
1552524_at,4.147738201,4.147186793,4.088841369,4.256203213,4.102516648,4.072529623
1555393_s_at,3.6710468,3.62243171,3.685261784,4.095561076,4.197759248,4.340569937
1557411_s_at,5.110921547,4.891823409,5.33551259,5.055248736,4.954104198,4.713859493
1560477_a_at,5.089063896,5.095434083,4.84244032,4.050471072,4.069445197,4.507815824
1598_g_at,4.97154031,5.003451722,4.963346863,5.033937909,4.954203441,4.981491811
1729_at,5.355919892,5.167126223,5.230425348,5.601068953,5.463865601,5.460768852
1773_at,4.364255495,4.210913318,4.219667351,4.158138613,4.496212762,4.840398472
1861_at,5.56809748,5.542323213,5.495467011,5.378531803,5.328837667,5.544550334
200000_s_at,8.450165969,8.23069368,8.330161076,8.585329212,8.469102928,8.372856447
200001_at,8.296523291,8.277136686,8.118400389,8.30065311,8.250994328,8.275476092
200002_at,11.77017372,11.81618289,11.83073349,11.84149805,11.70593198,11.7516444
200003_s_at,11.76611166,11.6079363,11.60454337,11.79374351,11.57505371,11.56864229
200004_at,10.23447601,10.37591475,10.26551506,10.2847067,10.43164438,10.23794296
200005_at,9.423637037,9.243734407,9.382725556,9.208946689,9.173955153,9.362393321
200006_at,10.24419799,10.22404198,10.21532836,10.33618977,10.31671946,10.30911834
200007_at,9.515113343,9.421885338,9.600922273,9.524502459,9.41224127,9.483635967
200008_s_at,7.865243609,7.547948815,7.883974771,7.649162703,7.445892975,7.790559086
200009_at,9.193515194,8.867973325,9.092751911,8.985737081,8.881398088,8.965943579
200010_at,11.33161334,11.17644225,11.32300744,11.24326439,11.08837135,11.22991415
200011_s_at,7.555307095,7.714394348,7.413596987,8.067857164,7.89164869,7.662643073
200014_s_at,9.236512037,9.095944581,9.155524904,9.177510102,8.97533521,9.061433835
200015_s_at,9.267328938,9.168408444,9.185116816,9.13206616,9.120916322,9.100641543
200017_at,11.4709276,11.52078138,11.57331614,11.57931383,11.60898285,11.57355561
200018_at,12.0466346,11.99376655,11.99670367,12.08243532,12.09732529,12.04876999
200019_s_at,11.26757534,11.10407944,11.20043663,11.17141015,10.75973722,10.9895909
200020_at,8.644907566,8.471161206,8.613038138,8.274174771,8.410144846,8.424857808
200022_at,12.04108416,11.95734,11.98274939,11.98514355,11.88397014,11.99687185
200024_at,11.88264229,11.87285913,11.98924417,12.0334083,11.96620102,11.97733112
200026_at,11.64502367,11.55256976,11.65311485,11.61509811,11.45276659,11.50824986
200027_at,9.167622252,9.076889974,9.093713144,9.325426093,9.382911095,9.290014286
200028_s_at,9.118206395,9.129921837,9.06680323,9.052266074,9.128817426,9.054372837
200029_at,11.55936894,11.28192088,11.45423465,11.61943364,11.41168393,11.46342132
200030_s_at,11.01386137,10.90205952,10.9230958,10.86315455,10.74792924,10.80200981
200031_s_at,12.09290712,12.07673102,12.12882834,12.16362285,12.07449548,12.06918065
200033_at,10.13229733,10.37071648,10.3297007,10.17735665,10.24332847,10.24570709
200034_s_at,11.46918463,11.35001433,11.42072698,11.33564269,11.30081117,11.2714024
200035_at,7.348753892,7.256468587,7.269950504,7.472195261,7.069652272,7.285383915
200036_s_at,11.13932087,10.79751903,11.07912326,11.12194699,11.00953568,11.0070758
200037_s_at,9.033810735,8.943592193,9.024273411,9.018890063,9.094019916,9.016209029
200038_s_at,11.72153138,11.48036099,11.65465293,11.63718337,11.41412008,11.53571633
200039_s_at,8.717637977,8.694290115,8.646298616,8.793385475,8.692317997,8.690908805
200040_at,9.714593617,9.502647991,9.646214849,9.503660788,9.536503046,9.513302183
200041_s_at,10.14010251,9.910295296,10.12089324,9.941886858,9.919103882,9.981445536
200042_at,7.857343811,7.791231453,7.905347906,7.993943885,7.79848879,7.924146864
200043_at,9.757422313,9.706341903,9.809472906,9.929845444,9.842116224,9.832499406
200044_at,9.097344394,8.955886884,9.009473205,9.154268555,8.999289807,9.016100891
200045_at,7.954926335,8.18237843,7.885466036,8.417844166,8.342629686,8.275339338
200046_at,8.926968271,8.867979842,8.773897101,9.092751911,8.928034275,9.003708953
200048_s_at,10.23632537,10.31241908,10.26667004,10.36778475,10.30113079,10.23897596
200049_at,6.960045788,7.16108984,6.892561775,7.22524149,7.240516001,7.178832356
200050_at,8.563951442,8.877789295,8.744831703,8.945993438,9.188571966,8.991309489
200051_at,6.09559137,5.887867494,6.055512913,6.384715584,6.006610433,5.910985424
200052_s_at,9.593849378,9.498375786,9.580629608,9.319827637,9.239608438,9.332240181
200053_at,7.127912063,6.660246948,6.957901772,6.660537209,6.312711847,6.671557105
200054_at,7.336743762,7.572689149,7.333051035,7.734090876,7.550888422,7.515597452
200055_at,8.997979898,8.733899801,8.838919358,9.07709835,8.718875002,8.66403496
200056_s_at,6.945527311,6.994993983,7.023758568,7.074783279,7.022788984,6.912147138
200058_s_at,8.780390655,8.642526703,8.749520742,8.725522394,8.661689671,8.653873
200059_s_at,10.33099915,10.30463762,10.35222655,10.40274851,10.40092179,10.42115511
200060_s_at,9.784148336,9.914375016,9.8887775,9.629960648,9.654514688,9.65233453
200061_s_at,12.32688454,12.29350496,12.31113558,12.41782995,12.27724419,12.25303794
200062_s_at,11.93504887,11.83598497,11.87462845,12.0439095,11.96386341,11.88194595
200065_s_at,10.86060932,10.85143836,10.92974095,10.5212666,10.61846798,10.65160053
200066_at,7.79903299,7.51132383,7.785058717,7.886700649,7.379621678,7.600690275
200068_s_at,10.50679512,10.49816269,10.53544224,10.54500594,10.57705061,10.44932263
200070_at,6.335890935,6.392190058,6.225103797,6.351640474,6.17477149,6.108483074
200071_at,8.350276771,8.409591532,8.453262487,8.497894092,8.503859346,8.504649719
200072_s_at,9.587266029,9.288573171,9.607005894,9.319385805,8.935122511,9.238027131
200073_s_at,9.352485418,9.443586603,9.454209529,9.482183208,9.692177251,9.349703785
200075_s_at,8.464340467,8.570305847,8.584221337,8.334005237,8.288254067,8.289446893
200076_s_at,6.821746293,6.707187871,6.709787498,6.816222162,6.853573467,6.846510292
200077_s_at,11.40499372,11.51848544,11.53754701,11.37987066,11.39133204,11.41700666
200078_s_at,8.902096494,8.920637226,8.952598232,8.868012731,8.399091411,8.663219134
200079_s_at,8.979278432,8.878992167,8.916802554,9.138325782,8.933843049,8.956166048
200082_s_at,11.77969919,11.64283528,11.78662911,11.72577151,11.75004313,11.72552269
200083_at,8.007889396,7.848071377,7.784067893,8.231342099,8.108078446,7.943649006
200084_at,8.951248126,8.98939075,8.972510842,9.144587023,9.145001452,8.995842416
200085_s_at,9.863765209,9.778340456,9.875633946,10.17908202,9.768054898,9.978748868
200086_s_at,9.539442628,9.322669452,9.425719795,9.632107397,9.241696134,9.404432073
200087_s_at,9.671739361,9.561465283,9.581216621,9.629118651,9.567866221,9.5715909
200089_s_at,11.28006899,11.09167024,11.25411353,11.08075612,11.13587263,11.12507794
200090_at,9.399839261,9.427551016,9.327769544,9.547128744,9.48545946,9.571474029
200091_s_at,11.23534423,11.10208376,11.45590385,11.26235346,11.19405432,11.02155884
200092_s_at,11.84325988,11.7603033,11.81944164,11.84193094,11.80452638,11.80054081
200093_s_at,9.667403756,9.504926613,9.73461679,9.906261314,9.607575437,9.608636202
200094_s_at,11.41214601,11.24289124,11.45875726,11.08661755,11.00255909,11.00124167
200096_s_at,9.057587292,8.994583554,9.023527822,8.890695887,9.002864834,8.971178583
200097_s_at,9.420289719,9.519707155,9.435635642,9.431685538,9.384149891,9.274957037
200098_s_at,8.367983662,8.318827541,8.317432116,8.66626416,8.542245965,8.523880859
200593_s_at,8.940221354,8.848590114,8.948628427,8.941181911,8.966860194,8.902588818
200594_x_at,10.0285118,10.07098167,10.0183866,9.913260469,10.13781056,10.06154177
200595_s_at,9.775426784,9.790108323,9.798357917,9.702503839,9.693265694,9.5454013
200596_s_at,8.50891182,8.183832493,8.304413371,8.130388974,8.209786342,8.240253861
200598_s_at,8.515915449,8.167431319,8.757222213,7.896871614,7.980489161,8.325642462
200599_s_at,9.508905978,9.280676104,9.515431831,9.45163748,9.327470136,9.178383145
200600_at,6.524742571,6.516650256,6.403605751,6.529458033,6.529431682,6.228780618
200601_at,6.519605131,6.345314472,6.498029463,6.647779568,6.378716782,6.414084572
200602_at,6.792729898,6.727317073,6.83917885,6.668285504,6.719254603,6.598320451
200603_at,8.888963483,8.725546674,9.211669197,8.632347808,8.810333522,8.551885778
200604_s_at,6.975949351,6.666171338,7.077981059,6.658697494,6.675990985,6.972281467
200605_s_at,8.592776587,8.353138243,8.626092771,8.460306196,8.393882968,8.283957979
200606_at,8.846528644,8.922070181,8.962901397,8.667780476,8.829979474,8.764986781
200607_s_at,7.434091648,7.335025846,7.436499926,7.08983219,7.405254233,7.59246044
200608_s_at,8.409990861,8.325749078,8.672853854,8.507648719,8.419635719,8.444368554
200609_s_at,8.365584739,8.132070963,8.254855543,8.417634557,8.295599427,8.338120852
200610_s_at,10.15654515,10.21231452,10.20393475,10.02922347,10.12108875,9.971148312
200611_s_at,7.74873865,7.494565877,7.667889974,7.713735439,7.471014279,7.600181246
200612_s_at,7.316111925,7.203028435,7.145780445,7.054654709,7.277712661,7.172213795
200613_at,8.295377219,8.062883996,8.233954178,8.274174771,8.201160721,8.24474968
200614_at,9.544993434,9.351728438,9.501823673,9.527671446,9.458294701,9.526426543
200615_s_at,7.018326829,6.846667488,7.0588484,6.756375747,6.889003399,6.903547953
200616_s_at,7.230395953,6.996032375,7.129253911,5.51312442,6.899067292,6.860284577
200617_at,7.213053449,7.169360948,7.193957136,7.580126068,7.245247354,6.967563809
200618_at,6.638853689,6.58169061,6.670627546,6.576179751,6.247335565,6.134385674
200619_at,8.44843891,8.342534538,8.338488503,8.53954152,8.409960974,8.338671312
200620_at,8.390271816,8.328544209,8.343959568,8.62472226,8.584424786,8.545478751
200623_s_at,7.388785604,7.167023265,7.29391698,7.439811606,7.11312764,7.196569331
200624_s_at,9.332528314,9.245242337,9.416040849,9.332964516,9.3215847,9.231746849
200625_s_at,8.218308046,8.083453275,8.098478357,8.33705987,8.00319491,8.099163965
200626_s_at,9.508102742,9.577792584,9.63871669,9.435569683,9.636621033,9.479537512
200627_at,10.35545745,10.23271833,10.34368133,10.31735433,10.325678,10.28788271
200628_s_at,6.645933319,6.642283963,6.552850151,6.518140172,6.516288059,6.636269253
200629_at,7.214740929,7.205033517,7.083084087,7.244036771,7.146252847,7.168238707
200631_s_at,10.53707953,10.58460838,10.48982743,10.62168651,10.59193879,10.51987238
200632_s_at,7.334762526,7.096093476,7.137010742,7.171649932,6.750401333,6.943700963
200635_s_at,5.523951646,5.485928952,5.263586111,5.397102466,5.650746257,5.291609342
200636_s_at,7.756517616,7.608929807,7.572292229,7.695299234,7.555852095,7.438587087
200637_s_at,4.830245646,4.871134684,4.698475739,4.795474244,5.012452674,4.795248757
200638_s_at,10.11766603,10.28410218,10.23229896,10.21428249,10.29064076,10.20322231
200639_s_at,8.777925325,9.00822715,8.922839683,9.054494807,9.115588613,8.94227512
200640_at,9.207680644,9.429974811,9.22225122,9.400081569,9.481928109,9.360804972
200641_s_at,9.681099048,9.815842388,9.830825445,9.673994909,9.772283019,10.00689153
200642_at,9.854626293,9.647439809,9.808950392,9.974829968,9.704607707,9.801198762
200643_at,6.691134272,6.44400766,6.659056516,6.931028218,6.88026184,6.690103601
200644_at,10.16696643,9.997433493,10.10029003,9.851534048,10.050915,9.875704438
200645_at,8.983847098,8.815376958,8.906874189,9.259117502,8.99265947,9.067455298
200646_s_at,5.173291737,4.82608054,5.067102463,5.092753622,5.137658634,5.073164166
200647_x_at,9.962055183,9.634807458,9.905862136,9.973347341,9.672736338,9.798875766
200648_s_at,8.44893916,8.132618387,8.508716809,7.810558916,7.888223831,8.09098406
200649_at,5.829046645,5.669477053,5.75621886,6.016554923,5.788863185,5.85894661
200651_at,12.31554024,12.13971355,12.25502144,12.39894352,12.24451801,12.33429663
200652_at,9.377049212,9.270882704,9.327813415,9.205196547,9.100892821,9.255730477
200653_s_at,7.713082658,7.579378918,7.597332061,7.874589412,7.684561249,7.584565025
200654_at,9.28965692,9.158078677,9.294300206,9.395529896,9.234614277,9.249852261
200655_s_at,8.788710224,8.724906283,8.605827156,8.894158303,8.834183192,8.788231857
200656_s_at,8.414046039,8.365634369,8.459650777,8.302956159,8.35197135,8.323911189
200657_at,11.17280029,11.15807347,11.16577732,11.15810892,11.12050662,11.15387272
200659_s_at,5.908845424,5.800798605,5.971498049,5.860643623,5.684108643,5.977490144
200660_at,7.339712735,7.231704687,7.209298228,7.61207704,7.320037186,7.302942055
200661_at,6.532949807,6.327717582,6.315280234,6.053430421,5.813942671,5.894293896
200662_s_at,10.52599387,10.27554603,10.4520233,10.485083,10.43078946,10.36745809
200663_at,8.571386378,8.546961397,8.62226894,8.468319375,8.330161076,8.489199226
200664_s_at,6.776896682,7.186463603,6.930624559,6.792985506,6.90729965,7.05057055
200665_s_at,5.651745711,5.506092688,5.65782526,5.675838609,5.308597869,5.397511588
200666_s_at,7.361926416,7.749081271,7.471608536,7.76766181,7.756481816,7.759996801
200667_at,8.639762322,8.5604845,8.606442868,8.683878993,8.690465034,8.678892852
200668_s_at,9.534580608,9.590044075,9.616685894,9.70173621,9.59304377,9.594942897
200669_s_at,8.458190646,8.429398459,8.55703923,8.380910195,8.41570376,8.508658866
200670_at,7.523937936,7.775206441,7.608066589,7.645563888,7.746781527,7.544949143
200671_s_at,4.206074918,4.018230798,4.160261554,3.556125391,4.040151346,3.984723062
200672_x_at,5.646074107,5.564845954,5.691465813,5.440575371,5.610098332,5.459081947
200673_at,8.651407655,8.653881659,8.8436447,8.641602556,8.591835313,8.583466152
200675_at,9.087964099,9.030853492,8.931310203,9.108043182,8.988701545,8.933750313
200676_s_at,6.577628143,6.717900968,6.614555781,6.913747756,6.739531408,6.731410652
200677_at,9.24515121,9.20657277,9.180980123,9.122106055,9.096791004,9.153758109
200678_x_at,7.030063781,6.762202628,6.888084146,6.79951541,6.545264306,6.692200333
200681_at,10.21070523,10.06730867,10.13735998,10.01911255,10.08042198,9.942938943
200682_s_at,8.788754331,8.841257434,8.746787565,8.667991516,8.784355726,8.769555846
200683_s_at,7.85318227,7.813034176,7.829197965,7.779998966,7.672114677,7.861013333
200684_s_at,7.453123224,7.552514673,7.374036398,7.456304697,7.407250943,7.489020566
200685_at,6.621702335,6.650899998,6.621702335,6.795550603,6.809722684,6.590736815
200686_s_at,9.303228948,9.322187533,9.524654606,9.327454637,9.675373641,9.525353798
200687_s_at,7.799380073,7.693831738,7.740329601,8.023336674,7.794119838,7.770657637
200688_at,5.671796312,5.519939009,5.464504018,6.047918622,5.824484232,5.699614925
200690_at,6.222811363,6.400813013,6.186607079,6.576431855,6.709356062,6.466059
200691_s_at,9.306140421,9.436835551,9.260326862,9.541663892,9.606103028,9.498569793
200692_s_at,8.322254202,8.336497726,8.36225586,8.599905483,8.586584906,8.489931484
200693_at,10.24542051,10.30668474,10.29511113,10.16803418,10.12011149,10.10297394
200694_s_at,8.036022893,8.16624756,7.984293316,8.03960084,7.956902674,7.954741104
200695_at,7.172010595,6.909955851,7.131391814,6.963753518,6.871678536,7.176303781
200696_s_at,6.065748648,5.873162675,5.884280005,5.24785237,5.067889852,4.977734964
200697_at,8.305452993,8.250468805,8.145975839,8.250720809,8.017961776,8.071611241
200698_at,8.619278067,8.555923923,8.763604562,8.562427812,8.62408298,8.455028778
200699_at,7.860374308,7.575869755,7.704880026,7.771156611,7.508616719,7.530139427
200700_s_at,8.723108743,8.536887057,8.814456933,8.496112207,8.410059408,8.531770281
200701_at,8.134441943,7.930565294,8.228964811,8.114350599,7.850466834,8.001065206
200702_s_at,6.26435567,6.290330744,6.217528159,5.032742672,6.017920929,6.336770635
200703_at,10.45603727,10.72679466,10.41354209,10.86772766,10.85529292,10.68182042
200704_at,6.866505101,6.679853194,6.687639584,7.077581563,6.600944502,6.689970316
200705_s_at,11.25009711,11.21117733,11.19871069,11.38863619,11.29790958,11.29347797
200706_s_at,5.636732197,5.116651592,5.484751347,5.632899008,5.232203793,5.439939663
200707_at,7.786439176,7.578650242,7.561844886,7.5795262,7.440170124,7.469266199
200708_at,9.096563135,9.140286142,9.073637118,9.33924562,9.293557702,9.119657744
200709_at,8.480437094,8.445045737,8.398485162,8.416606661,8.237765707,8.208065076
200710_at,6.534442915,6.3706529,6.452693744,6.450325144,6.284401489,6.243503856
200711_s_at,7.177138687,7.117692522,7.221084992,7.088323626,7.07096832,7.026206319
200712_s_at,7.794987859,7.640733018,7.922566086,7.564334535,7.434952152,7.775693024
200713_s_at,9.756574167,9.76522845,9.702812465,9.709413627,9.724686162,9.691354023
200714_x_at,8.16290672,8.061777273,8.094387839,8.091164368,7.919065245,7.949602398
200717_x_at,12.27892103,12.25646749,12.27409235,12.23726907,12.16333652,12.21804145
200718_s_at,10.33603118,10.26990357,10.3546905,9.958429012,9.962740052,9.947641016
200719_at,4.574789025,4.408332561,4.303983559,4.099342644,4.473339156,4.419613889
200720_s_at,6.757615402,6.874797013,6.758930829,7.181601847,7.233393463,7.216150928
200721_s_at,6.245559663,6.599883405,6.145117354,6.943468411,6.841296312,6.782198737
200722_s_at,8.052073322,8.071394848,8.05900387,7.816620316,8.067416139,8.28933543
200723_s_at,9.130935844,9.128890559,9.147727747,9.085295613,9.29134142,9.187782254
200726_at,9.803804557,9.696233563,9.773556807,9.868944702,9.775757009,9.75872027
200727_s_at,6.727527223,6.364814618,6.669628163,5.849694621,6.388801015,6.551647422
200728_at,8.639844999,8.187342278,8.516225583,8.42750867,8.248364803,8.304004814
200729_s_at,8.423960422,8.174330314,8.531202903,8.19551773,8.158926622,8.20114781
200730_s_at,7.835146824,7.995532883,7.889663854,7.869036551,8.079229382,7.82733784
200731_s_at,7.069652272,7.269540056,7.093313344,7.13129408,7.3246532,7.036014652
200732_s_at,8.181115646,8.122737745,8.067168267,8.182083555,8.091424917,8.088379142
200733_s_at,8.001635808,8.316055454,8.036676138,8.187980817,8.204120683,7.965772863
200734_s_at,7.74274986,7.535907956,7.740529389,7.849903899,7.491169157,7.693370039
200736_s_at,8.231465252,8.36215146,8.228407788,8.212819944,8.156396441,8.178468221
200737_at,7.35364576,7.180429067,7.445891488,7.038625596,6.871314464,7.211035442
200738_s_at,9.906285165,9.58917926,9.990241821,9.748617223,9.508616202,9.754941599
200739_s_at,6.947622211,6.505803213,6.798297639,6.788066766,6.613948744,6.785699026
200740_s_at,8.812855884,8.595667476,8.708419988,8.72056103,8.716582322,8.691635183
200741_s_at,12.55677787,12.57030686,12.57520985,12.67194599,12.60773598,12.56094486
200742_s_at,5.941215711,5.973173466,5.896485704,6.222340508,6.042139334,5.905991005
200743_s_at,7.146227474,7.07634764,7.069304364,7.294165891,7.063797637,7.096015661
200744_s_at,7.672247266,7.318086406,7.633907073,7.427949904,7.309412656,7.599143859
200745_s_at,7.830783071,7.807360189,7.736502184,6.995110153,8.036734507,7.834531341
200746_s_at,8.814309081,8.761260501,8.661474165,8.732879216,8.867963494,8.767580666
200747_s_at,5.731836909,5.632706767,5.632157495,5.973140148,5.716184097,5.65045355
200749_at,8.9969386,8.891155824,8.976810945,8.861303248,8.667120812,8.627353536
200750_s_at,10.4643919,10.2952704,10.60464965,10.2970095,10.1557363,10.28855099
200752_s_at,5.083838293,4.930406932,4.71889146,4.623411315,4.501260475,4.733292198
200753_x_at,8.737915125,8.720864083,8.821311206,8.446561087,8.645493533,8.660886284
200754_x_at,9.882018853,9.705599403,9.797379021,9.685988805,9.794732918,9.717227005
200755_s_at,7.940745495,7.887208555,7.947325446,7.321483214,7.854626823,7.972105805
200756_x_at,7.306414977,7.261955576,7.283082637,6.73976279,7.023154661,7.425349336
200757_s_at,8.25658062,8.209816926,8.263484771,8.48158479,8.36265911,8.272140646
200758_s_at,6.363112118,6.664320228,6.379059487,6.866455034,6.900249346,6.60527766
200759_x_at,6.598807831,6.771461693,6.387983191,7.095724694,7.114589348,6.83929418
200760_s_at,8.190491214,7.905185184,8.187265923,8.249138157,8.068319807,8.158599696
200761_s_at,8.988926534,8.677836271,8.948587968,8.914706754,8.69959757,8.85511123
200762_at,5.850101086,5.608361165,5.745233084,5.843290894,5.694326535,5.618559023
200763_s_at,12.50682332,12.50900696,12.47900623,12.35686954,12.53672908,12.41089681
200764_s_at,5.98294843,5.71506957,6.131704754,5.903557492,5.637100644,5.533264597
200765_x_at,7.158168902,6.810760196,7.023659208,6.90814728,6.726758855,6.856044371
200766_at,4.644728867,4.45787097,4.470191116,4.229723708,4.25112021,4.262429627
200767_s_at,4.682815008,4.772178555,4.765603771,4.768079536,4.849307141,4.718709811
200769_s_at,8.866995563,8.672496395,8.988753141,8.238679933,8.349847556,8.741551282
200770_s_at,5.924406121,5.902458335,5.950209128,6.010817056,5.99891039,5.981433818
200771_at,7.70322048,7.45251903,7.399439046,7.692117749,7.790251242,7.560140206
200774_at,9.015561677,9.037550305,8.909815311,8.788711876,9.197479804,8.879543034
200776_s_at,8.118595703,8.284988892,8.340988857,7.869494971,8.031899529,8.086710133
200777_s_at,8.588940538,8.633540015,8.558067301,8.351431348,8.379080419,8.339031083
200778_s_at,8.083189569,7.938501616,8.140007454,7.742124329,7.801893629,8.046203753
200780_x_at,11.19696367,11.15106944,11.08053697,11.35675269,11.09438835,11.22583713
200782_at,8.711465225,8.598230234,8.699783027,8.727630142,8.471207636,8.488870979
200783_s_at,7.16469635,7.013067893,7.085476829,7.145046765,7.055648776,7.19794805
200784_s_at,3.853412026,3.984754212,4.508931076,4.181405087,4.105062018,4.142458483
200786_at,9.142044283,8.833134997,9.058261293,9.011178952,8.578730813,8.874587619
200787_s_at,6.837424461,7.133484273,7.043866403,6.855728788,6.810886305,7.016013843
200788_s_at,8.224899053,8.383695743,8.250106931,8.154141006,8.327676075,8.080375601
200789_at,7.326901247,7.154658684,7.306165197,7.483723038,7.218731934,7.419563049
200790_at,10.3835238,10.43020232,10.32332675,10.59591312,10.50862097,10.47255072
200791_s_at,7.653428056,7.491179403,7.510664283,7.755779804,7.548164456,7.460426069
200792_at,9.861852333,9.785912272,9.830859025,9.702441897,9.46980735,9.645155185
200793_s_at,8.056175369,7.645996473,8.007469122,8.131528518,7.768171227,7.937116917
200794_x_at,8.514625126,8.390241338,8.580849187,8.52896669,8.355082252,8.488886101
200796_s_at,4.680492077,4.636511931,4.693626962,3.262109699,4.402821418,4.770799944
200797_s_at,8.491177474,8.503538524,8.326772658,8.429968114,8.524142682,8.410125448
200798_x_at,7.996462283,8.182241113,8.036432608,7.5215849,7.915638905,7.976516059
200800_s_at,8.09789581,7.888971147,8.143251288,7.337984772,7.659089837,7.872403002
200802_at,10.3201318,10.26491208,10.17931092,10.45068232,10.24714027,10.33215637
200803_s_at,9.313467703,9.330815162,9.350204304,8.766437535,8.796371375,9.069133835
200804_at,8.944611392,8.875750248,8.896451277,8.558626164,8.607462673,8.680674534
200805_at,7.793601322,7.64152047,7.785711966,7.689893352,7.548164456,7.719243871
200806_s_at,10.0187768,9.909450903,10.03140133,9.588135857,9.787146968,9.910913186
200807_s_at,11.06699449,11.037374,11.07201959,10.88206467,11.00237089,10.96977483
200808_s_at,5.456600939,5.212471294,5.381536665,5.348069451,5.072927364,5.137178454
200810_s_at,9.328228084,8.789451994,9.16977082,8.961278217,8.737687994,8.656394758
200811_at,7.781562722,7.252022328,7.737324378,7.456014377,7.199262728,7.29923855
200812_at,9.757075896,9.730989698,9.731179714,9.814062091,9.587938241,9.816902387
200813_s_at,6.358145722,6.282193477,6.185439118,6.390687146,6.529926537,6.317376809
200814_at,7.089761795,6.695291267,6.917650865,7.185608451,6.832222805,6.922842854
200815_s_at,7.054627289,7.049754675,6.89980878,7.268328533,7.175288973,7.227247871
200816_s_at,7.721687291,7.620663323,7.527461678,7.703818667,7.71674209,7.718812888
200818_at,10.55105921,10.46712055,10.47307414,10.76901562,10.64139048,10.57821356
200819_s_at,12.72707743,12.64859776,12.70020356,12.73178664,12.65428997,12.65427187
