Gene,t,group1_median,group2_median,log2FC,pval,FDR,Gene Symbol,ENTREZ_GENE_ID
224751_at,-1.896396607434063,7.725447362,7.640960764,-0.0844865979999998,0.13078140113587092,0.3108919706485287,C7orf73 /// LOC101930655,647087 /// 101930655
210616_s_at,-1.8956416322352911,6.31766327,6.185387332,-0.13227593799999937,0.13089538422847805,0.3110254825162785,SEC31A,22872
211123_at,1.894847944345259,4.666827253,4.766844666,0.10001741299999978,0.13101532787925654,0.3110254825162785,SLC5A5,6528
226376_at,-1.8948467908159805,4.570380726,4.327631973,-0.24274875299999987,0.1310155022893234,0.3110254825162785,UNK,85451
224302_s_at,1.895152645701821,7.417544767,7.522285954,0.10474118700000012,0.13096926676732257,0.3110254825162785,MRPS36,92259
202084_s_at,-1.8957366412322414,7.135368097,6.987633839,-0.14773425799999984,0.13088103424668315,0.3110254825162785,SEC14L1,6397
225099_at,-1.8947821232993571,7.138290475,6.696629522,-0.4416609529999995,0.13102528021990606,0.3110254825162785,FBXO45,200933
214164_x_at,1.8947851065532009,5.15668845,5.257778303,0.1010898530000004,0.1310248291252379,0.3110254825162785,CA12,771
213198_at,-1.8950581678360952,6.944366042,6.762536685,-0.1818293570000007,0.13098354692893935,0.3110254825162785,ACVR1B,91
203521_s_at,-1.8948587016197693,6.500367494,6.070916279,-0.4294512149999994,0.13101370142464125,0.3110254825162785,ZNF318,24149
225222_at,1.895630751974124,7.65938721,7.744654791,0.08526758100000009,0.13089702767144687,0.3110254825162785,HIAT1,64645
212586_at,1.8945351192439006,6.95206265,7.104254907,0.1521922569999994,0.131062635270287,0.3110695894275011,CAST,831
202159_at,-1.894345615366027,6.591794631,6.439615925,-0.15217870599999994,0.13109130223111434,0.31109306597928005,FARSA,2193
222976_s_at,1.893945571988507,8.965306116,9.031383978,0.06607786199999843,0.13115184055991205,0.3111476011221625,TPM3,7170
238056_at,-1.8940438195994613,5.083147204,4.90798823,-0.17515897400000036,0.13113697000642377,0.3111476011221625,SDHC,6391
228077_at,-1.8936017486227563,8.537035037,8.310603788,-0.2264312490000009,0.13120389530693574,0.3112265341933598,MRI1,84245
215581_s_at,-1.893014090719073,4.568635259,4.102570081,-0.466065178,0.13129291826041756,0.3112594595302416,MCM3AP,8888
209108_at,-1.8930727943548995,8.799854338,8.647896901,-0.15195743700000008,0.13128402244489665,0.3112594595302416,TSPAN6,7105
212890_at,-1.8931044348336596,5.104603427,4.791192155,-0.31341127199999974,0.13127922798899383,0.3112594595302416,SLC38A10,124565
202816_s_at,-1.8933768258107393,5.922848056,5.657864057,-0.264983999,0.1312379606370815,0.3112594595302416,SS18,6760
206703_at,1.89248925627931,4.008915514,4.334623035,0.325707521,0.13137247944736802,0.3114035210248127,CHRNB1,1140
228106_at,-1.8922248650258522,6.227781172,6.164118404,-0.06366276800000037,0.13141257903462583,0.3114117536102727,DCAF16,54876
236150_at,-1.8922185153855318,5.099674811,4.844863929,-0.2548108820000001,0.13141354223206148,0.3114117536102727,HYKK,123688
235422_at,-1.8920092809280347,5.057667151,4.476040195,-0.581626956,0.13144528595267926,0.3114424342842761,,
205676_at,-1.8913630780447668,4.623047921,4.077917123,-0.5451307980000006,0.1315433760938253,0.31163028288512884,CYP27B1,1594
226246_at,-1.8912257359623879,4.993128152,4.870267096,-0.12286105599999964,0.13156423408288034,0.31163513860175046,KCTD1,284252
210056_at,-1.89109736980683,4.534002004,3.965736544,-0.5682654600000006,0.13158373214059743,0.3116367721322983,RND1,27289
226423_at,1.8908861253484859,4.444209181,4.72540984,0.28120065900000046,0.1316158257217187,0.31166823158255785,PAQR8,85315
203271_s_at,-1.8906861551039122,5.950266696,5.82006216,-0.13020453599999993,0.13164621425052211,0.3116956450295657,UNC119,9094
220917_s_at,-1.8903381127358856,5.288589101,5.171594151,-0.11699495000000049,0.13169912268715156,0.3117763628808993,WDR19,57728
225530_at,-1.890089123106217,5.712139095,5.549402849,-0.16273624600000058,0.1317369875047679,0.3118201139758004,MOB3A,126308
222570_at,1.8899691084627772,4.866719295,5.004159323,0.13744002799999944,0.13175524279947967,0.3118201139758004,NCS1,23413
201135_at,-1.8897153315257416,8.9128253,8.781467837,-0.1313574630000005,0.13179385353363787,0.3118472027666217,ECHS1,1892
220525_s_at,-1.889646479848055,7.827962334,7.577896795,-0.2500655390000004,0.13180433103836392,0.3118472027666217,AUP1,550
218470_at,-1.8891337610132803,6.668351468,6.550970107,-0.11738136099999963,0.1318823823526872,0.3118833974733336,YARS2,51067
201580_s_at,-1.8893653651912259,5.434562206,5.263586111,-0.17097609499999944,0.1318471190070988,0.3118833974733336,TMX4,56255
231823_s_at,-1.8892245307855184,5.746945084,5.264303081,-0.4826420029999996,0.13186856080954673,0.3118833974733336,SH3PXD2B,285590
230016_at,-1.88905141731082,4.338630771,3.948245473,-0.390385298,0.13189492220988885,0.3118833974733336,LOC100506538 /// NDUFAF6,137682 /// 100506538
226853_at,-1.8880778234839009,4.486789915,4.078210255,-0.40857966,0.1320432854082923,0.31218966836900613,BMP2K,55589
215543_s_at,1.8877075274027217,3.978586069,4.137266994,0.15868092500000008,0.1320997611111364,0.31227863344990997,LARGE,9215
213511_s_at,1.8869554406341518,8.17894253,8.235846333,0.05690380299999909,0.13221454597741347,0.3123463572421295,MTMR1,8776
222962_s_at,-1.886755054684327,6.911567502,6.691262534,-0.22030496799999977,0.13224514742950924,0.3123463572421295,MCM10,55388
242546_at,-1.8871322207340584,6.095106352,5.75277277,-0.3423335820000002,0.13218755578754562,0.3123463572421295,DUXAP10 /// LINC01296,503639 /// 642477
228257_at,-1.8871182919012874,5.250415028,4.885668776,-0.36474625199999977,0.13218968217871138,0.3123463572421295,ANKRD52,283373
224649_x_at,-1.8866554032613803,4.175762802,4.060892406,-0.1148703960000006,0.13226036830290183,0.3123463572421295,CCNY,219771
212727_at,-1.8867086529694432,5.098175665,4.876185794,-0.2219898709999999,0.1322522346455362,0.3123463572421295,DLG3,1741
206472_s_at,1.886695593678974,4.983228201,5.214611876,0.231383675,0.13225422934436912,0.3123463572421295,TLE3,7090
40020_at,-1.8858492850787407,5.026667064,4.811873508,-0.21479355600000005,0.1323835653338046,0.3125927453350162,CELSR3,1951
223360_at,1.885036993312581,6.293066032,6.573419887,0.28035385500000043,0.1325078312738355,0.312797016152754,SPATC1L,84221
207827_x_at,1.8851181759211195,5.639070901,5.888332242,0.24926134099999953,0.13249540613802419,0.312797016152754,SNCA,6622
225156_at,1.8848716923167563,7.033401205,7.127565848,0.09416464300000005,0.13253313476234066,0.3128121808941912,ELOF1,84337
211392_s_at,-1.8840179220973692,4.566078832,4.122155913,-0.44392291899999936,0.1326639089632703,0.31307624378470666,PATZ1,23598
219185_at,-1.8837366437524075,5.037601369,4.93707063,-0.10053073899999987,0.13270702361640696,0.31313339138425617,SIRT5,23408
227536_at,-1.88307598797635,6.584714029,6.479423122,-0.10529090699999966,0.13280834918722334,0.3133278567112493,ZC3H13,23091
235330_at,1.8827173286315715,4.569994763,5.005577044,0.4355822809999994,0.13286339219293308,0.31341309015442886,CCDC117,150275
203177_x_at,-1.8820986272022644,8.3953748,8.102104845,-0.2932699550000013,0.13295840144987223,0.3135479296360565,TFAM,7019
226463_at,1.8821413663222564,3.892845864,4.192106079,0.29926021500000033,0.1329518359708818,0.3135479296360565,ATP6V1C1,528
227392_at,-1.8819664242467762,5.698890233,5.374582411,-0.32430782200000063,0.13297871236084477,0.3135512003852052,NISCH,11188
202221_s_at,-1.8816879905161288,5.712654253,5.619198334,-0.09345591900000016,0.13302150029720014,0.313562845130788,EP300,2033
226360_at,-1.8817426238790467,6.195089471,6.000285414,-0.1948040569999998,0.13301310341498748,0.313562845130788,ZNRF3,84133
209450_at,-1.8812501857270385,6.453958288,6.164284064,-0.28967422399999965,0.1330888094394535,0.3136322690374492,OSGEP,55644
40850_at,-1.8813516521045481,5.52770326,5.393585945,-0.13411731500000013,0.13307320648566087,0.3136322690374492,FKBP8,23770
208804_s_at,-1.8808594412420525,8.438425174,8.311215915,-0.12720925900000069,0.1331489144780198,0.31372928953161405,SRSF6,6431
224776_at,-1.8805141449389238,7.099858752,6.977781906,-0.12207684600000057,0.13320205298661988,0.31380987003203537,AGPAT6,137964
222756_s_at,1.8803280377487928,3.732739546,4.20497406,0.4722345139999997,0.13323070298160752,0.31381578668763144,ARRB1,408
223244_s_at,-1.8802517800299843,9.607021864,9.479186807,-0.12783505700000042,0.13324244428435555,0.31381578668763144,NDUFA12,55967
209947_at,1.8800396941893374,5.507731883,5.780632214,0.2729003309999998,0.13327510474232251,0.3138262556466442,UBAP2L,9898
223387_at,1.8799769393856984,5.626245325,5.681301272,0.055055946999999605,0.13328477041375067,0.3138262556466442,ZFYVE1,53349
216199_s_at,-1.879848164757365,8.523952594,8.134796821,-0.3891557730000006,0.13330460701422742,0.3138283651063845,MAP3K4,4216
208843_s_at,-1.8795570191384505,8.266698071,8.169731164,-0.09696690700000055,0.13334946718934867,0.31388937659615257,GORASP2,26003
212499_s_at,1.879008451512089,6.723876515,6.843443942,0.11956742700000067,0.13343403563973352,0.3139992240469741,FCF1 /// MAPK1IP1L,51077 /// 93487
226556_at,-1.8790530970836794,6.93446567,6.813191591,-0.12127407899999998,0.13342715081174478,0.3139992240469741,MAP3K13,9175
208089_s_at,-1.8787646204582364,5.244582178,4.929223595,-0.3153585830000001,0.1334716437813933,0.31404312209797014,TDRD3,81550
203122_at,-1.878162560362241,5.726635929,5.418585202,-0.30805072700000036,0.13356455365407677,0.31417450809430014,TRAPPC12,51112
226908_at,-1.878157030222976,5.475144583,5.126247498,-0.34889708499999994,0.13356540738827027,0.31417450809430014,LRIG3,121227
232078_at,1.8779719597648623,4.172049027,4.334844073,0.16279504600000028,0.133593981671298,0.31419711601302147,PVRL2,5819
209061_at,1.8778296611961567,4.75221546,4.883257543,0.13104208299999964,0.1336159565990984,0.3142041988206729,NCOA3,8202
239710_at,-1.8776150317997424,4.988182257,4.785621384,-0.20256087300000036,0.13364910883470668,0.31421120639332584,FIGN,55137
229017_s_at,-1.8775648315368072,4.954831694,4.750122641,-0.2047090530000002,0.13365686418372627,0.31421120639332584,DSTYK,25778
218238_at,-1.8773683719585603,7.989905052,7.906217268,-0.08368778400000032,0.13368721954335092,0.31422429864021645,GTPBP4,23560
205964_at,-1.8771606249573558,4.413404803,4.104074039,-0.30933076399999937,0.13371932703917958,0.31422429864021645,ZNF426,79088
209146_at,-1.8772417565433117,8.068372709,7.974885551,-0.09348715800000029,0.1337067870854278,0.31422429864021645,MSMO1,6307
238678_at,1.876954218830848,3.859373428,4.046871072,0.18749764400000002,0.1337512355433026,0.31425471096383734,LINC01000,402483
225356_at,1.8765114753820098,6.77980263,7.007789708,0.22798707799999995,0.13381970736072932,0.31437100967814036,SFT2D2,375035
226416_at,-1.875509151883534,5.59061346,5.505356414,-0.08525704599999973,0.1339748599719188,0.31469087820736075,ERI1,90459
226229_s_at,-1.874720584198223,6.516197681,6.375955582,-0.14024209900000084,0.13409706110990519,0.3149332679702366,SSU72,29101
204262_s_at,1.8741908688254185,6.401962522,6.542564228,0.140601706,0.13417921647345685,0.315081552968921,PSEN2,5664
222681_at,-1.8738019287828585,6.2332167,6.161777884,-0.07143881599999968,0.13423957308194473,0.31513395953453416,POGLUT1,56983
223689_at,1.8738612787699058,4.297385252,4.558046668,0.2606614160000005,0.13423036112142633,0.31513395953453416,IGF2BP1,10642
210968_s_at,1.873647306025106,7.752923743,7.957493756,0.20457001299999966,0.1342635759319433,0.3151456565542384,RTN4,57142
209038_s_at,1.8729967681959425,3.560221307,3.896028706,0.3358073990000001,0.1343646128396305,0.3153148690985814,EHD1,10938
201105_at,-1.8729381084432817,5.862003527,5.578241848,-0.2837616789999995,0.13437372748536927,0.3153148690985814,LGALS1,3956
235241_at,1.8725665856421874,5.495148186,5.631105541,0.1359573550000004,0.13443147077964943,0.3153655954890916,SLC38A9,153129
226733_at,-1.872554099705049,5.519687209,5.271510056,-0.24817715299999943,0.1344334118498071,0.3153655954890916,PFKFB2,5208
214790_at,-1.8722376698766479,4.266128022,3.909150967,-0.3569770550000002,0.13448261428438935,0.3154363584481947,SENP6,26054
235634_at,1.8718926381764949,3.937084867,4.087297626,0.15021275899999997,0.13453628622869526,0.31547293044484176,PURG,29942
230524_at,-1.8719339001796294,5.419145817,5.287976974,-0.1311688430000002,0.13452986643742415,0.31547293044484176,MPI,4351
221893_s_at,-1.8717541172898404,6.806583237,6.412630762,-0.39395247499999986,0.1345578405600946,0.31547882556108775,ADCK2,90956
209626_s_at,-1.8712776902911032,3.978316135,3.785067162,-0.1932489730000002,0.13463200269355136,0.3156080436657403,OSBPL3,26031
225032_at,-1.870978914880654,5.910845068,5.784581237,-0.12626383100000016,0.13467853350755268,0.31567246027537704,FNDC3B /// LOC101928615,64778 /// 101928615
221260_s_at,-1.8706376136643532,5.723961948,5.601038474,-0.12292347400000025,0.13473170844504276,0.3157524295934814,CSRNP2,81566
41160_at,-1.8704275383558913,7.245320632,7.103801472,-0.14151916000000053,0.13476444956180003,0.3157844950911419,MBD3,53615
228775_at,1.8698176824011006,6.411553092,6.476242959,0.06468986700000023,0.13485954678031611,0.3159626457300704,EMC3,55831
225338_at,-1.8677497362035438,6.937753725,6.821634352,-0.11611937300000008,0.13518254868385093,0.3166746287491483,ZYG11B,79699
226737_at,-1.8673067134722836,4.336346189,4.221684586,-0.11466160300000006,0.13525185482612315,0.3167921943192019,SLC25A42,284439
215072_x_at,-1.8670371530123366,4.360670967,4.183368818,-0.17730214899999996,0.1352940434020137,0.3168041998547533,EDRF1,26098
213943_at,-1.8670296295972373,5.485257477,5.324577129,-0.16068034800000053,0.13529522108589742,0.3168041998547533,TWIST1,7291
220319_s_at,1.8666747604422742,4.133404669,4.363266021,0.22986135200000035,0.1353507833707091,0.31685455616840386,MYLIP,29116
222803_at,-1.866648007830244,6.511193506,6.180779084,-0.3304144219999996,0.13535497305570418,0.31685455616840386,PRTFDC1,56952
208622_s_at,1.866505032277063,7.02617908,7.190050234,0.16387115399999974,0.1353773666046621,0.31686221037895834,EZR,7430
218100_s_at,-1.8660625311610366,8.119376647,8.027123995,-0.0922526519999991,0.13544669865691064,0.31697971045852436,IFT57,55081
226121_at,1.865762237202418,7.520560582,7.740797977,0.22023739499999984,0.1354937711731757,0.31700672192230717,DHRS13,147015
208926_at,1.8657447953852544,6.614680707,6.879912201,0.265231494,0.1354965058032337,0.31700672192230717,NEU1,4758
226227_x_at,-1.8644693022090317,10.14927575,10.06899948,-0.08027626999999882,0.13569664637414428,0.3172509854343441,ZFAS1,441951
219119_at,-1.8645175386259125,7.709871727,7.569705149,-0.14016657800000054,0.1356890716940587,0.3172509854343441,LSM8,51691
202027_at,-1.864748782046123,5.505772149,5.222153043,-0.2836191060000006,0.1356527653125642,0.3172509854343441,TMEM184B,25829
225057_at,-1.8648970360315726,6.497154931,6.33472867,-0.16242626100000024,0.13562949419702433,0.3172509854343441,SLC15A4,121260
208782_at,-1.8647049337091666,7.611658872,7.500357003,-0.11130186899999917,0.13565964891796672,0.3172509854343441,FSTL1,11167
203495_at,-1.8642878990872167,4.52582465,4.303636203,-0.22218844699999973,0.13572513661965144,0.3172728257126135,LRRC14,9684
235061_at,1.8640759720328837,6.704469611,6.755007875,0.050538264000000055,0.13575842896087328,0.31730588368637463,PPM1K,152926
226102_at,-1.8634169482447565,6.577896482,6.291653439,-0.2862430429999998,0.13586201348081223,0.3174584263663204,ZKSCAN8,7745
201100_s_at,-1.8634507658649029,9.405539244,9.23355035,-0.17198889400000006,0.13585669599823022,0.3174584263663204,USP9X,8239
204827_s_at,-1.8627758846087368,4.338898201,4.163071756,-0.17582644500000022,0.13596285674975783,0.31764926304099517,CCNF,899
208647_at,1.8626290976447366,8.795896637,8.910210034,0.1143133970000001,0.13598595858922893,0.3176584446447109,FDFT1,2222
205012_s_at,-1.8620705982186645,6.930700631,6.748210737,-0.1824898939999997,0.1360738958163461,0.31779747055979324,HAGH,3029
226703_at,-1.8619746150623806,4.569446428,4.380266818,-0.18917961000000005,0.13608901478796484,0.31779747055979324,NEURL4,84461
209523_at,-1.8618857463221823,7.381129035,7.23758941,-0.14353962499999984,0.1361030147318663,0.31779747055979324,TAF2,6873
204440_at,-1.8614562022073857,5.723934112,5.522911942,-0.2010221699999999,0.1361707048706722,0.31791072410908383,CD83,9308
223347_at,-1.8611180424961031,5.379942429,5.210464914,-0.16947751499999963,0.13622401961599678,0.3179903889852706,MUM1,84939
225641_at,1.860710967493694,4.350628369,4.454166871,0.10353850200000014,0.13628822946811386,0.31805065831791246,MEF2D,4209
235300_x_at,-1.8608023201793351,4.28651801,4.13280057,-0.15371744000000032,0.1362738171438031,0.31805065831791246,RCHY1,25898
212057_at,1.8600711650812043,5.456994736,5.752606441,0.2956117049999998,0.1363892143900949,0.3181966901196117,GSE1,23199
217952_x_at,-1.8601843378812968,6.34930503,6.144517844,-0.2047871859999999,0.13637134559443598,0.3181966901196117,PHF3,23469
204589_at,-1.8599389928272787,5.527037723,5.122097976,-0.40493974700000024,0.1364100861916817,0.31820057977051586,NUAK1,9891
221954_at,-1.859522986907197,7.099326067,6.871012585,-0.2283134819999999,0.13647580165274578,0.3182854558517962,OSER1,51526
212030_at,-1.859465462726779,6.503207143,6.312847038,-0.1903601049999999,0.13648489129259533,0.3182854558517962,RBM25,58517
220178_at,1.8593432955260865,3.917415067,4.142135748,0.22472068100000042,0.13650419761277527,0.31828568114918004,MFSD12,126321
232278_s_at,-1.859016247403702,7.600944476,7.515786169,-0.08515830699999949,0.136555896137824,0.3183109781265857,DEPDC1,55635
205223_at,-1.8589100970257337,4.250979105,4.048052548,-0.20292655699999962,0.13657268051794905,0.3183109781265857,DEPDC5,9681
204523_at,-1.8590525919416858,5.551110768,5.31368113,-0.23742963800000005,0.1365501498901748,0.3183109781265857,ZNF140,7699
209275_s_at,1.8576559695199981,6.218479275,6.413722971,0.19524369600000036,0.1367711499984932,0.31846877541788077,CLN3,1201
223412_at,-1.8577393505893982,5.964521058,5.692708004,-0.2718130539999999,0.13675794506011982,0.31846877541788077,KBTBD7,84078
229862_x_at,-1.857924865449383,5.629008571,5.372777834,-0.2562307370000001,0.13672857026594923,0.31846877541788077,ZBTB45,84878
225615_at,-1.8575554137875936,4.278439981,4.083610158,-0.19482982300000007,0.13678707668906195,0.31846877541788077,IFFO2,126917
219527_at,1.8575107580817751,4.783496252,5.248357068,0.46486081599999984,0.13679415019911023,0.31846877541788077,MARC2,54996
201132_at,1.8581832022263596,8.305113216,8.489171016,0.18405779999999972,0.13668767601883844,0.31846877541788077,HNRNPH2 /// RPL36A-HNRNPH2,3188 /// 100529097
201032_at,-1.8578916987213319,6.747171169,6.582500036,-0.1646711329999997,0.13673382145335541,0.31846877541788077,BLCAP,10904
202361_at,-1.8580854549427444,6.194512747,6.053430421,-0.14108232600000026,0.13670314768920694,0.31846877541788077,SEC24C,9632
230151_at,-1.8572192202250428,4.765616734,4.531943399,-0.23367333499999976,0.13684033977569401,0.3185315523663212,SPRYD7,57213
224470_at,1.856400175904919,4.391202018,4.622010996,0.23080897799999978,0.13697019429429946,0.3187890362778828,SEC22C,9117
223555_at,-1.8562072460357981,6.304340069,6.204532427,-0.09980764200000003,0.1370008014548299,0.3188154886664434,GON4L,54856
218839_at,-1.8557291954694608,11.35292846,10.88281065,-0.47011780999999964,0.13707667301846987,0.31894725393105283,HEY1,23462
205661_s_at,-1.8555362529044743,6.996990079,6.627674304,-0.36931577499999957,0.13710730780523164,0.318973740947049,FLAD1,80308
211802_x_at,1.8547606488506467,4.301659063,4.364190077,0.06253101400000016,0.13723053003334404,0.3192155906391236,CACNA1G,8913
205281_s_at,-1.8545913111159316,6.519500024,6.203887387,-0.3156126370000001,0.13725744900598527,0.31923339031164655,PIGA,5277
209698_at,-1.8541128935652984,5.136608729,4.837361327,-0.2992474019999998,0.1373335319250184,0.31935447491579716,CCHCR1,54535
225351_at,-1.8540215786891534,6.38033016,6.161447144,-0.2188830159999995,0.13734805892027102,0.31935447491579716,FAM45A /// FAM45B,55855 /// 404636
202345_s_at,-1.853144122892104,8.057805871,7.96350952,-0.09429635099999967,0.13748773490127703,0.3196343874813048,FABP5,2171
211009_s_at,-1.8529796195992474,5.574267301,5.254166472,-0.32010082900000025,0.13751393802472664,0.31965045442363854,ZNF271,10778
227599_at,-1.8516493687007591,5.554528098,5.012205296,-0.5423228019999993,0.13772602627937489,0.3200985452970911,MB21D2,151963
212360_at,1.8515186331892757,6.008528324,6.265187213,0.25665888899999967,0.1377468890494336,0.32010213249089275,AMPD2,271
212812_at,1.8502499972203545,5.719456927,5.873278072,0.15382114499999933,0.13794951458237995,0.32052804755510494,SERINC5,256987
233864_s_at,1.8493568838570313,7.75929419,8.093240802,0.3339466120000001,0.13809235421261087,0.32081494909545005,VPS35,55737
200096_s_at,1.8491465999417467,8.971178583,9.023527822,0.05234923899999977,0.13812600899211536,0.32084814846353,ATP6V0E1,8992
203957_at,-1.8486545888509145,6.960730318,6.752091634,-0.2086386840000003,0.13820478711613396,0.3209861392945365,E2F6,1876
202011_at,-1.8484907682254537,8.00154818,7.841642726,-0.15990545400000045,0.13823102789864278,0.3210020884726857,TJP1,7082
203199_s_at,-1.8477046508803407,6.27970461,5.932824509,-0.346880101,0.1383570227047659,0.32124965095225144,MTRR,4552
225731_at,-1.8473701529036488,5.784799109,5.596425958,-0.18837315099999952,0.13841067174639782,0.3212841720602501,ANKRD50,57182
221240_s_at,1.8474607486219272,4.636313028,4.900294049,0.2639810210000002,0.13839613918593427,0.3212841720602501,B3GNT4,79369
224777_s_at,-1.846735575520313,8.025036469,7.928985964,-0.09605050500000001,0.13851251101770432,0.32147552809249796,PAFAH1B2,5049
207353_s_at,1.8463688412501065,4.570593553,4.795302396,0.22470884300000016,0.13857140258480008,0.32152213547508085,HMX1,3166
207002_s_at,1.8463823202150025,7.211683948,7.656061182,0.44437723400000007,0.13856923760556783,0.32152213547508085,PLAGL1,5325
208831_x_at,-1.8457126543304923,5.717490661,5.435195145,-0.28229551600000047,0.13867684272212188,0.321586648994099,SUPT6H,6830
235233_s_at,-1.8459072290101803,6.76608986,6.643858841,-0.122231019,0.13864556827771296,0.321586648994099,GMEB1,10691
223297_at,-1.8459217618138648,7.567411443,7.323510623,-0.24390082000000035,0.13864323269039663,0.321586648994099,AMMECR1L,83607
226329_s_at,-1.845718665041114,5.540251883,5.199644886,-0.3406069970000001,0.13867587649301497,0.321586648994099,MITD1,129531
228642_at,-1.8445472878982345,7.671323222,7.277727838,-0.39359538400000016,0.13886431357845958,0.32195740656845157,HOTAIRM1,100506311
208805_at,-1.8439685650569895,9.761595834,9.655828618,-0.10576721600000027,0.1389575131074411,0.32195740656845157,KIAA0391 /// PSMA6,5687 /// 9692
222649_at,-1.843874037250048,6.068495755,5.926477136,-0.1420186189999999,0.13897274257816197,0.32195740656845157,XPO4,64328
221474_at,1.844282377157241,8.090074805,8.220870235,0.13079542999999916,0.1389069673809615,0.32195740656845157,MYL12B,103910
229500_at,-1.8441478349390692,4.519786257,4.3874084,-0.13237785699999982,0.13892863568089545,0.32195740656845157,SLC30A9,10463
227465_at,-1.8440089929827885,6.187449438,6.000443555,-0.18700588299999943,0.13895100027092608,0.32195740656845157,MAU2,23383
220018_at,-1.8442645802009416,4.947589507,4.646002292,-0.30158721499999963,0.1389098334087949,0.32195740656845157,CBLL1,79872
221771_s_at,1.8437159252648796,5.208374329,5.472964934,0.2645906050000004,0.13899822016960353,0.32197141199359164,MPHOSPH8,54737
225064_at,-1.8433032839384071,6.937847827,6.853080632,-0.08476719499999952,0.13906473534067548,0.32208045846514566,RABEP1,9135
205423_at,1.8430482668309964,5.478328363,5.696082738,0.21775437500000017,0.13910585958475177,0.32208733372975334,AP1B1,162
232510_s_at,1.8430437866313698,6.135486012,6.394149747,0.25866373499999984,0.1391065821817922,0.32208733372975334,DPP3,10072
214150_x_at,-1.8422308328644754,7.771511625,7.637878691,-0.13363293399999954,0.1392377676764065,0.32232339671674276,ATP6V0E1,8992
204688_at,-1.8421709111771554,5.779120159,5.451094834,-0.3280253249999996,0.13924744243457327,0.32232339671674276,SGCE,8910
207821_s_at,-1.8417369181459942,5.970685159,5.891352894,-0.07933226500000057,0.13931753508105907,0.32244059767538313,PTK2,5747
207233_s_at,-1.8415513128801135,5.230773571,5.080379253,-0.15039431800000003,0.1393475230879626,0.32246495950341514,MITF,4286
204374_s_at,1.841419676946034,4.24143521,4.363266021,0.1218308110000006,0.13936879554157186,0.32246914862844633,GALK1,2584
221950_at,-1.8410540628501988,4.765360072,4.232489083,-0.5328709890000001,0.1394278973229348,0.32251582168696175,EMX2,2018
222513_s_at,-1.8410631547526977,4.34003201,4.191374334,-0.14865767600000002,0.139426427283965,0.32251582168696175,SORBS1,10580
209682_at,-1.8401880699163604,5.223781453,4.864211583,-0.3595698699999996,0.1395679931373287,0.32279481829877155,CBLB,868
205733_at,-1.8397247007334192,7.360867245,7.162919872,-0.19794737299999987,0.13964301667385332,0.3228188506165198,BLM,641
208393_s_at,-1.8395223007649855,6.854418314,6.724703331,-0.1297149830000004,0.13967580059568052,0.3228188506165198,RAD50,10111
227331_at,-1.8395970153601393,5.516994652,5.378097872,-0.1388967800000005,0.139663697667699,0.3228188506165198,ZNF740,283337
205229_s_at,-1.8397434035234685,7.872608958,7.754615749,-0.11799320899999977,0.13963998768931338,0.3228188506165198,COCH,1690
202880_s_at,-1.8395285226720397,5.2873672,5.187267393,-0.10009980700000032,0.1396747926733969,0.3228188506165198,CYTH1,9267
212681_at,-1.8390635486006317,5.531319721,5.430925188,-0.10039453300000023,0.13975013800618205,0.3229005768546131,EPB41L3,23136
210372_s_at,1.8390748528684506,5.049963532,5.185482017,0.1355184850000004,0.13974830572229682,0.3229005768546131,TPD52L1,7164
226608_at,-1.8389042738815786,6.356913934,5.994308646,-0.36260528799999925,0.13977595723763048,0.32291520293785547,C16orf87,388272
203148_s_at,-1.8387483661109816,6.25002642,5.823794827,-0.4262315929999998,0.13980123563140517,0.3229285756554792,TRIM14,9830
218037_at,1.8383683452351498,5.484958746,5.831066106,0.34610735999999953,0.13986287158615196,0.3230259157110331,FAM134A,79137
213073_at,-1.8378357359517143,4.513961495,4.22280651,-0.29115498500000037,0.13994930511617504,0.32318049288779155,ZFYVE26,23503
200883_at,1.8377116528680355,7.94318633,8.107785447,0.16459911699999985,0.1399694499506461,0.32318196993203113,UQCRC2,7385
221884_at,-1.8375342858172088,5.496689449,5.264575002,-0.23211444699999983,0.1399982508203362,0.32320343010201347,MECOM,2122
221543_s_at,-1.83738877839611,7.300162037,6.980550813,-0.31961122399999997,0.14002188307326977,0.32321295355823443,ERLIN2,11160
218720_x_at,-1.8370333550551663,6.735310514,6.619984409,-0.11532610500000029,0.14007962634831336,0.32330120197314444,SEZ6L2,26470
212872_s_at,-1.8367349129405526,6.1956947,5.83998389,-0.3557108099999997,0.14012813200819588,0.3233681085297768,MED20,9477
226534_at,-1.8362651428117374,6.568559448,6.453593027,-0.1149664210000001,0.14020452006720452,0.32349933059372116,KITLG,4254
218481_at,1.8356683995571481,7.215137362,7.447446213,0.23230885099999998,0.14030161935267804,0.32367829727854674,EXOSC5,56915
203020_at,1.8351540335221894,6.627433031,6.686472805,0.05903977400000038,0.14038537252855562,0.3238264287102378,RABGAP1L,9910
203023_at,-1.8349649968872,6.903185211,6.733824784,-0.16936042699999998,0.1404161664641246,0.32385237502005576,NOP16,51491
210502_s_at,-1.834585228370187,7.640648406,7.413638116,-0.22701029000000084,0.14047805240561917,0.32395001396084955,PPIE,10450
204608_at,1.834074531648751,5.113987287,5.750850531,0.6368632440000006,0.14056132017314033,0.324096926516666,ASL,435
